@relation Review_sentiment


@attribute verb_sentiment numeric
@attribute stars {1,2,3,4,5}
@data
-0.9287,3
0.8170999999999999,4
0,5
0,1
0.2318,3
0.008,1
0,5
0,4
0.035800000000000005,3
0.2318,3
0.004,1
0,5
0,3
0.2294,2
-0.6349999999999998,4
-0.4697,2
0,1
-0.6439,1
0,1
0,3
0,1
0.004,3
0.004,3
0.4364,4
0.0957,4
0,1
0.004,5
0,3
0,2
-0.0048,5
-0.0007999999999999995,2
0,4
0.2381,3
-0.331,1
0.012,4
0,2
0.012,1
0.3514,2
-0.5199,2
0,3
0.004,4
0,4
-0.2456,1
0,4
-0.333,5
0.2238,1
-0.4041,3
0.0957,5
0.004,3
-0.0048,4
0,4
0,5
0.008,2
0.004,5
0,2
-1.069,2
-0.333,3
0.4364,3
-0.2905,1
0.004,5
0.2404,4
0.004,5
-0.5051,2
-0.333,5
0,5
0.2101,2
0.199,1
0.10339999999999999,3
-0.6065,2
-0.3401,1
-0.047200000000000006,1
-0.0603,2
0,4
-0.2821,3
0.0974,3
-0.5587,4
0,5
-0.4038,1
-0.0007999999999999995,5
0,1
0.004,1
-0.0048,1
-0.18539999999999998,2
0.029799999999999993,5
0,4
0.10369999999999999,3
0.2101,5
0.004,4
0.012,2
0,1
0.39899999999999997,5
-0.329,3
-0.4657,2
0,2
0.09620000000000001,4
0.7937000000000001,5
0,5
0.4404,5
-0.0523,2
0,3
-3.1728000000000005,2
-0.3406,3
0,4
0,3
-0.0007999999999999995,4
-0.0048,4
0.004,1
0,2
0.004,4
0.47150000000000003,4
0.004,5
0,1
0.011200000000000002,3
0,3
0,5
0,2
0.0406,3
-0.22449999999999998,4
-0.0007999999999999995,2
-0.1975,1
-0.5033,1
-0.18059999999999998,1
0,1
-0.3902,5
0.4237,1
-0.331,3
0,4
0.004,4
0,5
-0.1935,2
0.008,1
-0.011899999999999997,2
0.2318,5
0,2
0.3226,4
0.231,5
0.4404,5
-0.4975,2
0.32499999999999996,2
0.4445,5
0,1
-0.333,4
0.33949999999999997,5
0,4
0.004,1
-0.0007999999999999995,3
0.25579999999999997,5
-0.5902,3
0.008,3
-0.2153,5
-1.1024,1
1.4739,5
0,4
0,3
0.18080000000000002,4
0.008,1
-0.37149999999999994,3
-0.7800999999999999,2
0.008,3
0.0974,2
0,4
0,2
-0.0048,3
0,4
0,3
0.008,3
-1.2355,3
0.004,5
0.05719999999999999,1
0,3
0.373,2
0.008,5
0.2447,2
0.759,1
0,1
0,3
-0.5325,4
0,1
0.3952,4
0.008,3
-0.9299,1
0,5
0,1
0,4
-0.0007999999999999995,4
-0.2953,1
0.004,4
0,3
0.6975,2
-0.33860000000000007,2
0,2
-0.393,5
-0.5365,4
0,1
0,2
-0.35640000000000005,1
0,1
-0.5033,5
-0.5902,3
0,5
-0.37749999999999995,2
-0.1975,3
0,4
-0.0619,5
-0.07640000000000002,2
0,5
0,4
0.004,3
0,5
0.25179999999999997,4
-0.3703,2
0.0974,2
-0.5413,5
0.2358,3
0,4
0.3474,1
-0.1895,1
0,3
0,5
0,2
0,3
0.17320000000000002,1
-0.5325,3
-0.029199999999999993,1
0.8892,5
0.004,3
0,5
0.09340000000000001,2
0,4
0,5
-0.0237,3
-0.6112,1
-0.14020000000000002,3
0.8646,5
-0.24270000000000003,1
0.6425000000000001,4
0,4
0.012,2
-0.47920000000000007,1
0,4
-0.1073,2
0,5
-0.3335,5
-0.2842,1
0,2
0,4
-0.3614,5
0.2358,3
0.1037,3
0,2
-0.031,4
0.2266,2
0,4
-0.885,1
-0.07729999999999998,3
0.3072,4
0,5
0.016,4
0.1134,1
0.4364,3
0,2
0,5
-0.331,2
0,4
-1.6814,2
0.2238,1
0,5
0,5
0.032200000000000006,3
0,1
-0.333,4
0,2
0,1
-0.0442,2
0.31779999999999997,2
0.1077,3
0,1
0,5
-0.5285,4
0,3
-0.5205,5
0.008,3
0.004,4
0,5
-0.5129,2
0,1
0,2
-0.33780000000000004,3
-0.0048,4
0,4
0,3
0,1
0,5
0,3
0,1
0,4
0,5
0.3387,4
-1.7042,2
0,2
0.6252,4
-0.662,3
-0.08329999999999999,1
0.4324,5
1.0,2
0.2318,3
0,2
-0.3089,2
-0.5365,4
0,5
-0.2207,1
-0.333,3
0,1
0.3597,5
0,4
0,5
0.3298,4
0,4
-0.9767,3
0,3
0,1
0,4
-0.3565,2
-0.0302,3
0,2
0.004,1
0.7891999999999999,5
0.2492,1
0,1
-0.333,5
0.3612,2
-0.331,1
-0.7893,2
-0.048299999999999996,2
0,3
0.35960000000000003,5
-0.5413,1
0,2
0.0957,1
0.004,5
-0.08460000000000001,4
0,5
0,2
-0.3203,3
-0.07120000000000004,3
0.008,1
0,2
0.3554,4
0,5
0,4
-0.19129999999999997,2
-0.0048,3
0,1
0.577,4
0,3
0.19,3
0,5
0.004,4
0,1
0,4
0,5
-0.3691000000000001,3
0,2
0,4
0.004,5
0,5
0,1
0,1
0,5
-0.08980000000000005,3
0,3
0.008,2
0.2318,5
0.0908,5
0,4
0,1
0.012,2
0.004,4
0,2
0,3
-0.5265,1
0.204,3
-0.2519,5
0,4
-0.5233,3
0.0957,2
0,4
0.09540000000000001,4
0.004,4
0,5
0,5
-0.358,2
-0.0344,1
0,2
-0.5285,2
-0.29029999999999995,4
0.4294,1
-0.606,3
0,1
0.16670000000000001,2
0.008,1
0,5
0.008,1
0.29779999999999995,3
0,3
0,4
-0.0048,4
-0.3089,3
-0.0048,4
0.2126,3
-0.3322,1
0,5
0,5
0.2141,2
0,2
-0.005599999999999999,3
0.1622,4
3.0731,5
-0.5285,3
0,4
0,5
0,3
0.0821,5
0.25179999999999997,4
0,4
0.08940000000000001,4
0,4
0.004,4
-0.0048,5
0.016,5
0,1
0.12830000000000003,1
0,4
-1.0558,2
0,3
0,5
0.004,1
0,1
0.004,2
0.0825,3
-0.1935,2
0.004,2
0,1
0.09620000000000001,3
0,1
0,3
0.25699999999999995,3
0.3859999999999999,4
0.2112,2
0,1
-0.6315,2
-0.33580000000000004,2
-0.5325,2
0,1
0.2358,3
0.2198,1
0.2318,2
-0.10360000000000003,5
0,2
0.004,1
-2.3970000000000002,4
0.0032000000000000006,3
0.004,5
0.2101,5
0.008,5
0,3
0,1
0.216,3
-0.331,1
0,3
-0.34290000000000004,2
0,4
0.4404,5
0,2
0,2
0.2358,1
0,3
0,4
-0.0007999999999999995,4
0.2419,3
-0.49129999999999996,3
0.008,1
0.09620000000000001,1
0,5
0.219,4
0,5
0,2
-0.5365,5
0,5
0.397,5
-0.3353,1
0.004,5
0.004,3
-0.5365,2
-0.0771,1
0,2
0,4
0,4
0.2238,1
0.195,5
0.5066,5
0,4
0,2
0,5
0,1
-0.07640000000000002,2
0,2
-0.0048,3
-1.4583,1
1.1862,3
0,4
1.5196,4
-0.6594,2
0.0756,3
0,4
0.08460000000000001,4
-0.35689999999999994,1
0,5
0.5838,3
-0.5666,2
0.08190000000000001,3
0,1
0,2
-0.2207,1
0,4
0.0974,2
0.5665,5
-0.48160000000000003,2
0.004,5
-0.0932,4
-0.3089,2
0,1
-0.3015,2
0,3
-0.0048,3
-0.5461,4
0.1046,4
0,1
-0.2456,1
0.004,1
-0.3251,5
0,1
-0.1651,2
0,5
0,2
-0.0007999999999999995,3
0,3
0.004,5
-0.0603,5
0.5196,4
0.3186,3
0.004,1
-0.0007999999999999995,4
0.2578,4
0.0974,2
0,5
0,5
-0.327,3
0.0922,3
0,4
-0.054,3
0.004,5
0.004,1
0,4
-1.6814,2
0,5
0.004,5
0.2093,5
0,3
0.0922,4
0.004,1
0,4
0.004,5
-0.2047,5
0.2238,1
-0.0007999999999999995,2
0.008,4
0,4
-0.0048,3
0,2
0,2
0.2438,5
0.004,3
0.6776,3
0.4635,4
-0.027,4
-0.0048,3
0,4
-0.178,1
0.004,5
0,3
0.004,2
0.4634999999999999,1
0,5
-0.028499999999999998,2
0.004,2
0.1968,1
0,4
-0.6023,1
0,1
0.4324,1
0,2
0,5
0,1
-0.0007999999999999995,4
-0.8594999999999999,3
0.004,5
0,3
-0.0413,1
0,2
0,4
-1.0191,3
-0.1975,3
0,2
-0.3129,2
0,5
-0.7441,3
-0.1895,1
0,2
0,1
0,5
0.004,3
0,4
0,3
0,4
0.1077,3
0.004,2
0,2
0.2492,3
-0.2919999999999999,1
0.004,3
0,1
0,1
0,4
0,2
0.1197,3
0.2398,5
0.004,3
0,5
-0.0007999999999999995,1
0,4
-0.4457,5
-0.24080000000000001,2
0,4
0.0974,4
-0.005599999999999999,3
-0.2843,1
-0.5333,2
-0.038199999999999956,2
0,2
0.08940000000000001,5
-0.3731,1
0.2492,5
0,2
0,1
0,4
-0.0048,1
0,4
0.6022000000000001,4
0.2126,5
0,5
0.004,2
0.2101,4
0,5
0.004,3
0.4364,4
-0.5365,4
0.1802,1
0.09620000000000001,2
0,1
-0.3129,4
-0.5413,1
0,3
-0.331,3
-1.8890999999999998,1
0,1
0.3571,4
0.4153,2
0.004,4
0.4324,5
-0.014099999999999974,3
0.004,5
-0.333,3
0,5
0,3
0.008,5
0.3121,3
0,5
-0.507,2
0.004,1
-0.3614,3
0,4
0,5
-0.0197,2
0.8152000000000001,4
-0.09490000000000001,5
-0.3654,2
0.0126,5
0,4
0.004,2
0.3429,1
0,2
-0.3439,5
-0.14200000000000002,4
0.2578,2
0.3264,2
-0.1282,4
-0.11320000000000002,3
0,1
0.004,1
0.49599999999999994,2
0.4233,3
0,5
-0.331,1
-1.9195999999999998,3
-0.322,2
-0.6466000000000001,1
-0.11859999999999998,2
0,3
-0.0048,2
0,2
0.004,5
0,1
0,5
-0.331,3
-0.0048,4
0,2
-0.0748,5
0,5
0,5
0,3
0.004,4
0,2
0.008,1
0.2381,5
-0.30970000000000003,1
0.32520000000000004,3
-0.5365,3
0.008,1
0,1
0,4
-0.3964,4
0.755,5
0,4
0.6846,1
0.0936,4
-0.5365,3
0.004,2
-0.0048,3
-0.331,4
0.2318,3
0.14800000000000002,4
0.18080000000000002,4
0.004,4
0.2532,5
0.012,2
0,5
0,1
0,1
0,2
0,2
0,3
0,5
0.31720000000000004,3
0,1
-0.0048,4
0,1
-0.5905,2
0.004,5
0.004,1
0,3
0.012,3
0.004,3
-1.0274,3
0,1
-0.5365,3
0.012,2
-0.0048,2
-0.3283,3
0,5
-0.3313,3
0.09620000000000001,5
-0.19779999999999998,4
0.7079,5
0,4
0.008,1
0.004,2
0,4
0.004,5
0,2
0,5
0.3594,2
0,1
0,1
0,1
-0.5365,4
0.004,4
-0.325,2
0,5
0.008,5
0,1
-0.4616,1
0,4
0.1037,2
0,4
0,5
0,3
0.9764,3
0,2
0,4
-0.5365,2
0.0997,4
0,5
0,1
-0.5325,2
0,5
-0.10840000000000016,3
0,4
-1.0498,2
-0.047200000000000006,2
0,5
-0.1164,1
-0.031,5
0.3581,2
0.2333,4
0,5
0,1
0.3317,4
0,2
0,3
0.004,5
-0.0048,4
0.34259999999999996,3
0.004,2
0,1
0,3
2.5315999999999996,4
0.39260000000000006,3
0.004,3
0,3
0,5
-0.031,4
-0.49529999999999996,2
0.6311,4
-0.0104,1
0.004,5
0.5156,1
-0.664,3
0.004,2
0,1
0,3
-0.0007999999999999995,4
0.1131,1
0.004,1
-0.0933,2
-0.09689999999999996,5
0.004,2
-0.2905,1
0,5
0,5
0,3
0.004,4
-0.3502,1
0,4
0,4
0,1
0.008,1
0.5838,3
0.354,1
0.008,4
-0.047200000000000006,2
0.024,4
0,5
-0.48160000000000003,2
0.1964,3
0.2101,5
-0.08440000000000003,1
0.1896,3
-0.2023,3
0,5
-0.3129,5
0.004,4
0.09960000000000001,4
-0.329,4
0,3
0,1
-0.5285,2
0.004,4
-0.3654,3
0.012,5
0,2
0.004,4
0,2
0,1
0,5
0,5
0,4
0.2578,3
0,1
0,3
0.004,1
0,2
0.2198,5
0,1
-0.333,3
-0.5313,2
-0.2502,5
0.004,2
0,1
0.004,2
0.008,2
0,4
0,5
0.004,3
0.3226,1
0.004,1
0.204,5
0.4316,1
0.004,2
0.43579999999999997,3
0.23170000000000002,5
0.004,3
-0.0442,2
-0.09549999999999997,1
0.7902,2
0,4
0.4324,5
-0.33730000000000004,4
0,3
-0.5461,4
0,2
0,3
0.004,4
-0.364,4
0,1
-0.6795,2
0.004,3
-0.9231999999999999,1
-0.39570000000000005,2
0.2578,3
0.2318,2
0,4
0,5
0,4
0.004,5
0,5
0,3
-0.012400000000000022,3
-0.1975,2
0.2084,2
-0.24080000000000001,4
-0.029200000000000004,1
-0.31770000000000004,5
-0.5413,3
0.4364,5
-0.5413,5
0.004,1
0,3
0.008,1
0.004,5
0.008,4
0,2
0,1
-0.022599999999999957,4
0.004,3
-0.5656,3
-0.9062999999999999,1
0,1
0.191,1
0.1119,1
-0.371,4
0,4
0.008,5
0.008,3
-0.33820000000000006,1
0.2358,4
0.1046,5
0,4
0.004,5
0,4
-0.327,4
0,4
0,2
0.4324,2
0.6762,5
0,2
0,1
0.004,5
-0.8772000000000001,2
0.008,1
0,2
0.16430000000000006,1
0,4
0.004,2
0.4324,1
0,3
-0.1334,3
0.11710000000000001,3
0,3
1.1213,5
-0.1935,2
0.4324,5
-1.0297999999999998,3
0,2
0,4
-0.3534,5
0.004,3
0.3667,5
-0.3654,1
-0.31799999999999995,5
-0.4697,2
0.4801,3
0.004,2
-0.1829,4
0,3
0,2
0.004,2
-0.11859999999999998,2
0.004,2
0.4426,3
0.004,5
-0.1895,3
0,2
0,4
0,5
0.2053,4
0.243,5
-0.3462,1
0,4
0,1
-0.5365,4
0,4
0.008,4
0.004,4
-0.3588,3
0,1
0.008,5
0,2
1.3267000000000002,5
0,3
0,1
0,1
-0.143,2
0.004,5
0.11710000000000001,3
0.3474,4
-0.027,4
0,5
0,3
0,4
0,1
-0.0563,1
0.4276,3
0.2198,3
0.008,5
0.5412,1
0.16770000000000002,1
0.5591,5
0.011200000000000002,3
-0.333,1
-0.331,2
-0.017600000000000008,2
0,2
0.5385,5
-0.4697,1
-0.15969999999999995,5
0.004,2
1.008,5
0.004,1
0,3
0,4
-0.319,1
0.8951,1
0.004,1
0,3
-0.11920000000000003,5
0.012,1
-0.6426000000000001,3
0,1
0,5
0,5
0.2578,4
-0.08799999999999997,4
-0.0048,3
-0.30970000000000003,2
0.3691,4
0.2248,2
-0.0344,5
-0.0007999999999999995,2
0.3612,1
0.10020000000000001,2
0.004,4
-0.3834,4
0,4
0,4
-0.11769999999999997,5
0.004,5
0.008,2
0.4404,5
0.004,2
0,3
0.2318,2
0,4
0,3
0,5
-0.18980000000000002,4
0.2238,1
0.004,3
0.004,2
0.004,2
-0.9267000000000001,3
0,1
-0.07379999999999999,3
0,3
0.008,4
0.1175,1
-0.10840000000000016,3
0.004,3
-0.1975,1
0,1
0.2198,1
0,1
0,5
0,3
0,3
0,2
0,5
1.0219000000000003,5
-0.0048,3
0.004,5
0.004,4
0,5
-0.33380000000000004,3
0.0957,2
0,2
0,5
-0.391,2
0,4
0.004,1
0.12219999999999998,4
-0.028499999999999998,2
-0.2972,4
0.2578,5
0,5
-0.6656,2
-0.664,3
0.0957,3
0,2
-0.5365,4
0,4
0,4
0,5
0.6655000000000001,5
-0.3401,1
-0.0007999999999999995,2
0.2238,1
0.09939999999999999,4
-0.3427,3
0,4
0.004,1
0.004,2
0,1
0.004,3
-0.331,2
-0.5365,2
0.2314,2
-0.0048,3
0.4743,2
0,4
0,4
0.7907,3
0.5973999999999999,4
0.09340000000000001,2
-2.8906,2
0,5
0.004,5
0.25699999999999995,1
0.20199999999999996,3
0,4
0,1
0.008,4
0.2318,1
0.2333,3
-0.9018999999999999,3
-0.16720000000000007,4
0,4
0,1
0.2578,1
0,1
0.3391,5
-0.0007999999999999995,2
-1.0131999999999999,1
0,4
-0.0007999999999999995,5
-0.0864,4
0,4
0.2478,2
0.3674,3
0,5
0.07519999999999999,2
0.0032000000000000006,3
-0.4323,5
0.012,5
0,2
-0.0048,3
0.004,1
0,1
0,5
0.4324,5
0.004,5
-0.0603,3
0.008,2
0,1
0,3
0,2
0.1802,1
-0.0007999999999999995,4
0,4
0.012,3
-0.0006000000000000449,4
1.3364,5
-0.08479999999999996,5
0.17760000000000004,5
-0.0396,1
0,1
0,1
0,2
-0.3283,3
0,5
-0.19779999999999998,4
0.243,4
-0.8831,3
0,5
-0.25279999999999997,1
0.004,4
-0.3494,1
-0.0048,2
0.004,4
-0.1073,2
0.2618,1
0.5016999999999999,5
-0.6514,3
-0.7714000000000001,1
0.5966,2
0.1321,3
-0.4353,4
-0.317,5
0,4
-0.5365,3
0.004,3
-1.2384,1
0.6894,2
0,2
0,1
-0.5285,2
0,3
0.004,4
-0.6652,3
0.668,3
0,2
-0.08920000000000003,5
-1.3593,2
0.008,5
1.2112,5
0,1
0,3
0,5
0.3412,3
0,4
0,3
0.2101,5
0,4
0.4364,3
0.5878,1
0.2478,4
0,5
0,4
-0.3466,1
0,5
0.3324,2
0,2
-0.5078,2
0,3
0,1
0.004,5
-0.47050000000000003,2
0.204,5
-0.0096,2
0,3
0,3
-0.325,2
0.3588,4
-0.6945,1
-0.329,2
-0.33260000000000006,1
-0.8805999999999999,3
0.6088,2
-0.0048,1
0.2238,1
-0.4657,5
-0.5325,4
0.2492,1
0.0854,2
-0.0302,5
0.4324,3
-0.333,3
-0.3369,2
0,5
0.0854,4
0.004,4
0.2053,4
0.004,5
0.2618,4
0.004,1
0.2578,1
-0.9934000000000001,3
0,3
-0.32709999999999995,2
0.008,5
-0.0007999999999999995,1
0,2
0,3
0.0020999999999999908,1
-0.333,4
0.012,1
0.6762,3
0.4324,3
-0.6324,4
-0.6399,2
-0.503,4
0,5
0.4174,4
0,3
0.004,2
0.2578,5
0,2
0.004,2
0.0806,5
0,3
0.004,4
0,2
0.004,5
0,5
0.004,4
0,3
0,2
0.09620000000000001,4
-0.3932,1
0.004,5
0,4
0.004,5
0,5
0,4
0,1
0,1
0.004,4
-0.325,3
0,1
0,2
0.2381,5
-0.211,3
0.012,2
0,1
0,1
0.0922,2
0,3
-0.015199999999999998,3
-0.43240000000000006,2
0,5
0,2
0.008,4
0,1
0,5
0.8173999999999999,5
0.191,2
0,1
0.004,3
0,5
0.6527,3
0.35960000000000003,5
0.2618,1
0.004,2
-0.009000000000000008,1
-1.0391,5
-0.331,2
0,4
1.8091000000000002,4
0.023900000000000032,2
-0.4891,4
-0.16720000000000007,4
-0.0572,3
-0.3657,1
0.195,5
-0.0048,5
-0.32580000000000003,4
0,2
0.1331,4
0,5
0,2
0,4
-0.8225,1
0,4
0.004,3
0.004,5
0.3412,3
0,4
0,2
0.0126,1
-0.13810000000000006,1
0.2101,3
0,1
0,3
-0.5285,3
0.004,1
0.004,3
-0.0413,2
0.004,2
0.2238,1
0.004,1
-1.1743000000000001,1
-0.5325,1
0.004,4
0,3
0.4324,5
0,5
0,5
0.381,1
0.004,1
-1.4355,3
0,2
0.4324,5
0.6477999999999999,4
0.004,1
-0.331,1
0.004,4
0,2
0.09620000000000001,3
0,3
0.004,2
0.008,2
0.6557,4
0,2
0.004,5
-0.5305,3
-0.3409,3
0.059000000000000004,2
0.004,4
-0.8627,5
0,2
-0.0007999999999999995,4
0,5
0.465,4
0.0126,5
0,4
0.016,4
0.007200000000000001,1
0.004,3
0,3
-0.48560000000000003,4
-0.031,5
0.008,2
0,1
0.3487,3
0.012,5
0.6286999999999999,5
-1.5227,1
0,3
0,4
0.004,5
0,4
0.008,3
-0.0992,2
-1.2019,3
0.3303,1
0.3353999999999999,1
0,5
-0.1556,1
0,2
0,2
-0.1206,3
-0.2153,3
0,4
0,2
0,1
0,5
-0.327,2
0.2578,2
0.008,4
-0.0096,1
-0.4967,5
0.008,4
-0.11970000000000003,4
0.004,1
-0.05789999999999999,2
-0.1774,3
0.3226,1
0,3
0,5
0,3
0.18109999999999998,1
-0.0007999999999999995,1
0.2354,5
-0.09440000000000004,2
0.566,2
0.7990999999999999,2
0,5
0,5
0.1916,4
0.2198,4
-0.2153,3
-0.0048,3
0.004,4
-0.321,4
0.004,4
-0.331,2
0,1
0,3
-0.01600000000000005,4
0.44020000000000004,1
-0.0007999999999999995,1
-0.3465,5
0.6562,1
0,3
-0.7930999999999999,2
-1.0107,5
0,2
0,5
-0.333,5
0.1077,3
0.004,3
0,2
0.004,4
0,5
-0.0007999999999999995,2
0.004,5
0,4
0.008,1
-0.3654,5
0,2
0,3
0.004,5
-0.0306,1
0,4
0.345,3
0,3
0,1
0,4
0,2
0.4445,1
0,3
0.008,1
0.004,2
-0.005599999999999999,2
0,5
0,4
0.247,3
0.0974,4
0.004,3
-0.1935,4
-1.4583,1
0,4
0.2101,5
0.2101,2
0.4364,4
0.3372,1
1.0748,2
0,5
0.2198,2
0.004,1
0.25299999999999995,3
0,2
0.4294,3
0.605,3
0,1
-0.389,1
0,4
0,1
-0.0464,5
-0.08010000000000003,4
0.008,2
-0.9964999999999999,2
-0.9320999999999999,3
0,1
-0.333,3
0.004,4
0.004,5
0.004,5
-0.0262,5
0,3
0,5
0.004,5
0,2
0,3
-0.01629999999999998,5
0.004,2
-0.9118999999999995,4
0,1
0,5
0,1
-0.6458,1
-0.0048,2
0.008,4
0.004,4
0,4
0,2
0,5
-0.5041,3
0,4
0,1
0.004,3
-0.37149999999999994,3
0.004,4
-0.329,2
-0.5373,5
0,3
0.0032000000000000006,1
0.6562,1
0,3
-0.0048,1
-0.2207,1
0.008,5
0.004,5
0,2
-0.0096,1
0.007200000000000001,4
0.2101,5
0.3332,3
0.328,3
-0.31770000000000004,2
0.004,4
0.0806,4
0.5066,5
0.1131,5
0,5
0,2
0,4
0,4
0.2381,4
0.004,5
0.4252,5
0,2
-0.3353,2
0.3412,1
0.004,1
-1.2504,3
0.004,1
-0.331,3
0.738,2
0.008,3
0.377,4
0,3
0,3
-0.07640000000000002,2
0,1
0.573,2
0.004,2
0.1215,3
0.004,4
0.008,4
1.5196,4
-0.10920000000000002,2
0.004,5
0.004,1
0.3266,4
0,5
0,1
0,5
-0.3353,1
0.4364,5
-0.327,3
0.004,3
0.2358,5
-0.0048,1
-0.323,2
0.6762,5
0,3
1.5746,4
-0.33580000000000004,2
0,5
-0.7472000000000001,5
0,4
0,1
-0.3283,3
0.755,3
-0.15530000000000002,1
0,5
0.09140000000000001,1
0,2
0.004,4
-0.7541,5
0.004,1
0,1
-0.3582,2
0.004,3
0,2
-0.329,3
0,5
0.004,1
0.2578,3
0.2266,4
0.2198,4
-0.04999999999999999,3
-0.3251,2
-0.6401000000000001,2
0.008,2
0.36819999999999997,4
-0.23820000000000002,2
-0.0048,1
0.4756,4
0.3186,4
0,4
0,3
-0.3353,2
0,3
0,1
0.1131,5
0.25299999999999995,4
0,5
0.13999999999999999,4
-0.503,2
0,2
0.4364,2
0,3
0.1131,4
0.012,3
0.004,4
0.4756,4
0,5
0.004,4
0.004,1
0,5
0.4588,3
0.004,1
0.008,1
0,2
0,4
-0.8197000000000001,2
0,5
0,4
0,1
0,3
0,2
0,1
-0.0007999999999999995,2
0.7537,5
0.3142,3
0.5864,1
-0.0096,2
0,1
-0.0048,4
0,5
0.6088,2
0.008,4
0.0974,5
-0.6458,1
0.3571,3
-0.3233,1
-0.1895,5
0,3
-0.331,2
0.2458,3
0,3
0.004,5
0.004,4
0.008,5
-0.0516,3
0.004,1
0.2578,2
0.22940000000000002,5
0,4
-0.327,1
0,2
0.0586,3
0,1
-0.6567,4
0,5
-0.8674999999999999,2
0,4
0,5
0,5
-0.0007999999999999995,3
-0.1895,1
0,5
-0.331,2
0.008,3
0.004,1
0.2166,4
0,2
0.4324,5
-0.6792000000000001,2
0.0889,4
0.0974,3
0.004,2
1.7560000000000002,3
0,2
0,2
0.377,4
0,5
0,1
0,1
0.0048000000000001375,1
0.3474,3
-1.3298,3
0.10020000000000001,5
-0.6228,4
-0.37149999999999994,3
0,1
0,4
0,2
-0.4128,3
0.004,1
0,4
0.1027,5
0,1
0,4
0.0957,1
-0.1855,2
0,2
-0.503,1
-0.327,2
0.004,3
0.004,3
0,1
0.007200000000000001,2
0,5
0,1
0.0997,3
0,5
0.09620000000000001,3
0,4
0,4
0,4
-3.449,3
-0.3466,5
0.004,5
0.004,4
0,5
-0.3129,2
0,3
0,5
0,1
0,1
-0.329,3
0.004,2
0,5
0.0011000000000000176,3
0.3588,4
-0.1122,4
0,5
0.3372,3
-0.2711,2
-0.333,2
-0.9287,3
-0.15369999999999998,4
-0.329,1
0.3396,4
0,4
0,2
-0.7019,5
0.02,1
0,1
0,5
0,2
0.004,5
0.5104,3
-0.5365,4
-0.20490000000000003,4
0.008,4
-0.0048,3
0.204,5
0,4
0.3412,2
-0.5325,2
0,2
0.008,4
0.4364,5
0.004,3
0,4
0,2
-0.5363,3
0.1647,1
-0.0048,2
0,3
0.004,1
0,5
0.09740000000000001,1
-0.5365,4
0.15389999999999998,1
0,5
0,1
0,2
-0.3353,2
0,1
0.502,1
0,3
0.008,4
0,2
0,1
0.004,5
0.3442,3
-0.2464,4
-0.5724,5
0.004,2
0.016,1
0.5066,5
0.3474,5
0.0957,1
-0.9369999999999999,3
0.0032000000000000006,3
-0.4102,5
0.0651,2
0,4
0.2358,3
0.008,1
0.09620000000000001,2
0.004,5
0,1
0,4
0,2
0,3
0,5
0,1
0.004,2
-0.2904,5
-0.2201,4
-0.0007999999999999995,3
-0.20749999999999996,5
0.2478,1
0,1
0,3
0,4
0.3324,1
-0.3654,3
0.31779999999999997,4
-0.2024,4
0.004,1
0,5
-0.04710000000000003,1
0.5425,2
0,1
0.004,3
0,4
0,5
-0.9275,3
0,3
0,2
0,2
0,5
0.0032000000000000006,3
0.5989,4
0,4
-0.2153,4
0,5
0,2
0.008,4
0,5
-0.30659999999999993,2
-0.06380000000000005,3
0,3
-0.2833,2
0,5
0,2
0,1
0,5
0,1
-0.3614,2
0,2
-0.031,5
0,3
0.004,1
1.004,4
0,2
0.22110000000000002,4
0.004,4
0.004,4
0,1
0.004,4
1.0,5
0.3186,5
-1.0383,1
0.4364,5
-0.331,3
-0.014099999999999974,3
0,1
0.208,4
-0.3614,2
0.5027,5
0.6975,2
-0.331,2
0,1
0.9045,4
0.004,3
-0.49420000000000003,5
0,4
0.21889999999999998,2
0.004,4
0.2618,3
-0.5365,3
-0.885,1
0,2
0,1
0,2
-0.037599999999999995,5
0.1131,1
-0.27649999999999997,3
0.2141,3
0.4324,5
0.004,2
0,1
0,3
0,5
-0.5928,4
0,3
0,4
0.004,3
1.8108,4
0,5
0,5
0.004,1
0,4
-0.3369,3
0.204,1
-0.3654,5
0,1
0.0874,4
0.004,5
0,5
-0.27649999999999997,2
0.004,5
1.0,5
0.004,5
0.008,5
0,2
-0.3654,3
0,3
-0.1975,1
0.012,3
0.3637,4
0,2
0,2
-0.0932,3
0,1
0,4
0.9788,3
0.004,3
0.016,4
-0.333,2
-0.3409,2
0.2757999999999998,4
-0.2303,4
0.3594,2
0.008,1
0,1
0,4
0.008,2
-0.4521,1
0.004,1
0,1
0,2
-0.1945,3
0.004,5
-0.0007999999999999995,2
0.2358,3
0,1
0,5
0,3
-0.335,2
-0.0048,5
0.004,3
0.004,2
0,3
0.5509999999999999,5
0.21710000000000002,3
0,3
-0.325,2
-0.0396,1
0.004,5
0,3
-0.4053,4
0.004,4
0,5
0.004,2
0.32709999999999995,3
-0.3333,1
0.004,5
-0.5078,4
0.004,4
0.6975,2
0,4
0.3372,2
0,1
0,4
0,3
0,1
0.3372,2
-0.0048,2
0.7905,1
0,4
0,3
0,5
0,4
0.5922000000000001,3
0,2
0.004,4
0,1
0.004,1
0.008,5
0,1
0.2112,4
0,5
-0.3327,1
0,5
0,2
-0.5325,2
-0.0267,2
0,1
-0.0048,3
0.004,3
0.0854,1
0,1
