@relation Review_sentiment


@attribute token_number numeric
@attribute normalized_overall_sentiment numeric
@attribute normalized_adjective_sentiment numeric
@attribute normalized_noun_sentiment numeric
@attribute normalized_verb_sentiment numeric
@attribute binary_judgement {good, bad}
@data
63,-10525.4,-10449.2,0,0,bad
28,65375,65375,0,0,good
399,3837.84,5338.35,-1012.78,-475.689,good
52,9134.62,14036.5,0,4303.85,bad
55,-13938.2,-14010.9,0,72.7273,bad
204,-540.196,65.1961,-625,19.6078,bad
185,-5364.86,-5408.11,21.6216,21.6216,bad
671,-2295.23,3291.36,-638.45,-1381.07,bad
90,-11314.4,-6966.67,-4347.78,0,bad
458,-1828.6,2533.41,-1054.8,-161.135,bad
29,137.931,137.931,0,0,bad
221,11288.7,11256.1,-3.61991,36.1991,good
232,3828.88,4763.36,-1440.95,506.466,bad
440,306.364,5252.73,-4700,-246.364,bad
22,24695.5,21768.2,0,181.818,bad
55,-17645.5,0,-14054.5,-3590.91,bad
98,40.8163,40.8163,0,0,bad
26,31419.2,22965.4,0,8453.85,bad
89,3894.38,3894.38,0,0,bad
39,10179.5,10179.5,0,0,good
90,-5961.11,-6005.56,44.4444,0,bad
55,72.7273,72.7273,0,0,bad
72,3205.56,3150,55.5556,0,bad
21,29209.5,29209.5,0,0,good
374,9941.44,9385.03,-895.989,2732.35,good
240,-10514.2,-1963.75,-4541.25,-20,bad
117,3954.7,3278.63,641.88,34.188,good
50,23102,23022,0,80,good
72,38881.9,38881.9,0,0,good
517,2499.03,3680.66,-535.977,-645.648,bad
54,4083.33,11264.8,0,1772.22,bad
27,2459.26,2459.26,0,0,bad
24,8983.33,8983.33,0,0,good
132,23.4848,5652.27,-2666.67,-2962.12,bad
150,7470.67,7470.67,0,0,good
210,1948.1,3374.76,-1445.71,19.0476,bad
296,9204.73,10100.3,-1308.45,412.838,good
110,4199.09,4458.18,0,-259.091,bad
701,-2069.33,320.685,-1490.44,-423.966,good
48,13012.5,7641.67,0,5370.83,good
49,2632.65,2632.65,0,0,good
120,-6606.67,1793.33,-2853.33,-5546.67,bad
201,-14904.5,-2114.43,39.801,-3303.48,bad
44,-1265.91,8536.36,-1097.73,2175,bad
35,-13677.1,0,0,0,bad
33,-13169.7,3087.88,0,-16257.6,good
46,35043.5,35043.5,0,0,good
21,5971.43,5971.43,0,0,good
54,74.0741,74.0741,0,0,good
521,6462.96,5195.59,-704.223,1277.35,good
574,-6768.99,-5842.68,-333.798,-592.509,bad
144,5497.22,8186.81,-2684.03,-5.55556,bad
122,-10909.8,-12744.3,0,1834.43,bad
184,8411.41,10472.8,0,540.217,good
67,-17267.2,-5067.16,59.7015,-5114.93,bad
32,28068.8,28068.8,0,0,good
219,-842.922,1324.66,0,18.2648,bad
84,-8053.57,-4023.81,-4077.38,47.619,bad
90,-5104.44,-4457.78,-646.667,0,bad
108,-4121.3,274.074,0,37.037,bad
52,-8440.38,7130.77,0,-6365.38,bad
151,-7529.14,-1411.26,-2533.11,-3552.98,bad
591,98.9848,1941.96,-2218.27,391.54,bad
247,-2773.28,-2231.58,-2019.03,-19.4332,bad
450,1302.67,4653.11,-3340.67,1054,bad
23,4286.96,4286.96,0,0,good
38,29336.8,29336.8,0,0,good
1344,6947.02,6035.71,152.753,588.318,bad
258,9946.51,7652.71,-21.7054,2315.5,good
234,-3932.48,-3410.26,-921.368,399.145,bad
1877,-1657.33,872.616,-734.896,-1540.01,bad
34,-129.412,24141.2,-10191.2,0,good
50,11892,10196,0,80,good
88,-7135.23,4222.73,-8838.64,2920.45,bad
506,-5055.73,-4447.04,-1007.91,399.209,bad
128,2767.97,6470.31,-3702.34,0,good
21,0,0,0,0,bad
82,-500,-597.561,0,97.561,good
80,6827.5,2765,1165,2897.5,bad
157,-3836.94,5078.34,-7352.23,1485.99,bad
27,-29781.5,3622.22,0,-33403.7,bad
891,7565.1,8362.85,-1014.25,-187.654,good
55,14812.7,14812.7,0,0,good
200,-6401.5,6395,-12796.5,0,bad
25,4420,-5892,0,10312,bad
75,128,6348,-6220,0,bad
1208,696.358,1699.92,-1280.3,280.712,good
137,-3.64964,2.18978,0,-5.83942,bad
463,-4983.59,3749.46,-6544.71,-2188.34,bad
23,17260.9,17260.9,0,0,good
23,-16839.1,0,-16804.3,-34.7826,good
572,1834.27,1311.54,20.979,-151.049,good
23,-44682.6,-23869.6,0,0,good
112,11192,8979.46,0,2212.5,bad
481,-4247.4,-4506.65,-484.615,763.825,bad
47,19883,19883,0,0,good
565,585.31,1040,-593.451,133.097,bad
215,-5350.7,1765.58,-4904.65,14.8837,bad
144,12911.8,11584,586.111,-3002.08,good
101,29058.4,26695,0,118.812,good
104,430.769,5033.65,0,0,bad
24,-32308.3,-32108.3,0,-200,bad
76,-4405.26,-4394.74,-63.1579,52.6316,bad
88,-9326.14,-3931.82,45.4545,0,bad
40,64060,64060,0,0,good
25,49084,31788,0,17296,good
26,5400,5246.15,0,153.846,good
105,6580,7154.29,0,-574.286,bad
97,-9325.77,-9490.72,82.4742,82.4742,bad
59,-6538.98,6366.1,-12905.1,0,bad
121,-3061.16,133.058,-3194.21,0,bad
52,-19432.7,-19432.7,0,0,bad
184,-7214.67,-8215.76,21.7391,979.348,bad
102,25535.3,20257.8,0,-7.84314,good
26,4496.15,4496.15,0,0,good
198,380.303,-140.404,460.101,60.6061,bad
1143,4950.92,5068.15,298.6,-0.524934,good
452,11469.2,8074.12,438.496,2956.64,good
474,-3290.72,-1343.25,-1777,-178.903,good
818,-1540.95,1801.96,-3564.91,217.115,good
48,214.583,9091.67,-8052.08,-825,bad
44,90.9091,90.9091,0,0,bad
120,-4540,3096.67,-7636.67,0,bad
101,-9675.25,-609.901,-4325.74,0,bad
152,-6661.84,-4554.61,52.6316,-2159.87,bad
36,0,0,0,0,good
316,4530.06,7671.2,-1000.32,-625.949,good
131,13370.2,11484.7,30.5344,1854.96,good
298,-690.604,7495.64,-5222.82,-2963.42,bad
156,7285.26,7233.97,25.641,0,good
121,-4896.69,-2807.44,0,-2089.26,bad
93,4421.51,4124.73,253.763,43.0108,good
356,-2789.61,4967.42,-6775.56,-981.461,bad
156,-7222.44,-3969.23,-3222.44,-30.7692,bad
21,35771.4,35581,0,190.476,good
403,-229.529,-437.221,0,-266.253,bad
228,9279.82,9868.86,-1737.28,1148.25,bad
440,10365.2,9188.64,36.3636,1140.23,good
241,-7737.34,-385.892,-4628.63,-2702.9,bad
822,-2334.43,-961.8,-434.185,-938.443,bad
50,14034,2102,0,11932,bad
202,-1002.48,3221.78,-4878.22,653.96,bad
1124,960.943,1437.37,-89.1459,-387.278,good
402,4559.7,8255.22,-1726.12,-788.557,good
21,34947.6,34947.6,0,0,good
25,-63144,-41684,0,-21460,bad
50,-350,-430,0,80,bad
32,-44506.2,-5806.25,0,-38700,bad
748,-1789.97,-330.08,-1935.83,921.658,bad
18,11855.6,23877.8,-12022.2,0,bad
81,13.5802,4735.8,-4722.22,0,bad
381,2026.77,4342.26,-63.7795,-1387.14,bad
23,21008.7,173.913,20834.8,0,bad
37,23575.7,23467.6,0,108.108,good
525,-6017.14,-2137.9,-2619.81,-1267.05,bad
85,-1672.94,0,-9531.76,7858.82,bad
20,0,0,0,0,bad
113,20561.1,21350.4,0,-789.381,good
1784,-2810.37,830.549,-2715.02,-761.939,bad
524,5714.5,7486.83,606.87,15.2672,good
35,30434.3,-4285.71,114.286,34605.7,good
109,3401.83,3401.83,0,0,bad
184,9595.65,9595.65,0,0,bad
200,16449,16473,-24,0,good
117,5271.79,5242.74,-2887.18,2916.24,bad
34,8450,6358.82,2091.18,0,good
91,13270.3,6081.32,7189.01,0,bad
33,14921.2,0,8554.55,6366.67,good
25,29096,29096,0,0,good
83,10453,4467.47,0,5257.83,bad
134,-682.09,700,-5768.66,4386.57,bad
170,6600.59,9642.94,-4500,1457.65,good
27,7648.15,7648.15,0,0,good
35,13871.4,13871.4,0,0,good
215,-4039.07,-876.279,-1550.7,-1612.09,bad
109,8511.01,8511.01,0,0,good
62,-9637.1,-14998.4,0,5361.29,bad
76,1006.58,211.842,0,0,bad
590,-1930.17,3105.59,-2552.37,-860.678,bad
39,-12697.4,-4089.74,-8607.69,0,bad
35,114.286,0,114.286,0,bad
22,17072.7,16890.9,0,181.818,good
88,-13968.2,-4275,-4346.59,-5346.59,bad
34,-8079.41,0,0,6000,good
259,-386.486,1498.84,-1848.26,-37.0656,bad
26,153.846,153.846,0,0,bad
39,656.41,656.41,0,0,bad
294,1604.08,4337.76,0,-1105.44,bad
487,4973.31,5031.83,-795.277,736.756,good
759,-2697.23,1497.5,-2649.01,-915.02,bad
118,2488.14,5242.37,33.8983,-2788.14,bad
422,-4884.83,2049.76,-5012.09,-788.152,bad
463,1103.89,5501.51,-2495.68,-1901.94,bad
97,13808.2,15501,-7969.07,6276.29,bad
57,-2242.11,6240.35,0,-84.2105,bad
122,-10909.8,-12744.3,0,1834.43,bad
53,5135.85,13922.6,0,-8786.79,good
499,1414.03,5951.1,-3469.94,-1067.13,good
118,-1129.66,0,-3241.53,2111.86,bad
197,-11312.7,-2925.38,-8820.81,433.503,bad
125,7809.6,8051.2,0,-241.6,good
105,6885.71,1985.71,781.905,4118.1,bad
65,8647.69,3706.15,10064.6,-5123.08,bad
178,-12284.3,-8242.7,-2148.88,-1892.7,bad
28,29792.9,29650,142.857,0,good
127,7209.45,12341.7,-5804.72,672.441,good
209,7335.41,7297.13,19.1388,19.1388,good
30,6843.33,0,0,6843.33,good
42,26814.3,26623.8,95.2381,95.2381,good
168,2427.98,869.643,0,1558.33,good
175,-484,2314.29,-2821.14,22.8571,bad
23,-22295.7,-33504.3,0,11208.7,bad
591,-835.871,1193.91,-663.959,-1680.88,bad
64,11801.6,11801.6,0,0,bad
226,-7381.86,-1751.33,53.0973,-1447.35,bad
58,6644.83,6368.97,137.931,137.931,good
166,81.9277,86.747,0,-4.81928,bad
122,-3858.2,65.5738,0,0,bad
62,-8400,-679.032,0,0,bad
211,7241.71,6657.82,2842.65,9.95261,bad
89,-18774.2,-15032.6,0,-3741.57,good
97,46.3918,-2605.15,2527.84,123.711,bad
171,14666.1,10688.3,23.3918,3954.39,bad
142,11679.6,11436.6,0,3045.07,bad
530,5426.23,10435.7,-2913.02,-1193.21,good
78,-33833.3,-19492.3,0,-8203.85,bad
44,3429.55,14861.4,0,-11431.8,good
23,-28787,-28787,0,0,good
269,9436.8,9685.5,-2.97398,1551.67,good
50,10192,16948,-6756,0,bad
58,6751.72,6613.79,68.9655,68.9655,bad
133,-218.045,-2186.47,30.0752,1938.35,good
50,-18412,-18412,0,0,bad
93,-495.699,-538.71,0,43.0108,bad
205,13538.5,13049.8,95.6098,393.171,good
124,4550,13900.8,-9350.81,0,bad
126,4084.13,4020.63,31.746,31.746,good
217,-2169.59,3834.1,-4445.16,0,bad
32,21575,11209.4,7715.62,125,good
33,-13309.1,-13309.1,0,0,good
25,29200,29040,0,160,good
49,-10187.8,-500,81.6327,0,bad
91,-4549.45,-4549.45,0,0,bad
96,-9034.37,-8989.58,-1046.87,1002.08,good
192,-4180.73,-5519.27,3386.46,-2047.92,bad
23,35130.4,34956.5,0,173.913,good
201,6003.48,7622.39,39.801,0,good
22,-7163.64,-7345.45,0,181.818,good
69,10202.9,10144.9,57.971,0,good
30,-3303.33,12653.3,0,0,good
84,1195.24,1195.24,0,0,bad
33,121.212,121.212,0,0,bad
138,448.551,419.565,0,28.9855,good
108,1318.52,4327.78,0,-3009.26,bad
43,-26023.3,-26023.3,0,0,bad
42,-19769,-8352.38,95.2381,0,bad
72,3362.5,55.5556,0,3306.94,good
44,-11125,-6329.55,0,-4795.45,bad
324,-10161.7,-4572.84,-4148.46,37.037,bad
47,170.213,85.1064,0,0,bad
59,-4849.15,-4849.15,0,0,bad
99,4836.36,7809.09,-3904.04,931.313,bad
60,7066.67,7146.67,0,0,bad
222,-6932.88,-3395.5,-1584.68,-68.4685,bad
492,-1758.94,2397.36,-2265.85,-878.862,bad
58,-10977.6,-2724.14,0,0,good
25,-36824,-36824,0,0,bad
103,8244.66,8089.32,77.6699,77.6699,good
88,8492.05,8492.05,0,0,bad
21,23261.9,23261.9,0,0,good
237,8208.86,6410.97,-1630.8,3448.95,good
35,-4314.29,-9885.71,114.286,5457.14,bad
39,2715.38,2715.38,0,0,bad
147,7714.97,7720.41,0,27.2109,bad
53,24701.9,24701.9,0,0,good
181,-3600.55,-2406.63,-4800,3606.08,bad
64,16762.5,11143.8,0,5618.75,good
30,8063.33,-796.667,133.333,8726.67,bad
211,1557.35,1538.39,0,18.9573,bad
279,736.559,771.685,-2.86738,-32.2581,bad
903,2299.45,4959.25,-1503.77,-1150.72,good
32,-43096.9,-32753.1,0,-10343.8,bad
29,13551.7,13551.7,0,0,good
2737,2583.89,4011.29,-1568.83,660.979,good
583,-3375.64,-1797.43,-1619.21,40.9949,bad
60,733.333,16796.7,66.6667,-8151.67,good
891,7565.1,8362.85,-1014.25,-187.654,good
229,3312.66,4960.26,-1397.82,-249.782,bad
25,-14628,0,0,-14628,bad
23,47356.5,38878.3,0,8478.26,good
90,7625.56,7643.33,-8.88889,-53.3333,good
395,3700.51,7550.38,-1813.16,-824.81,good
56,144.643,144.643,0,0,bad
1311,7326.54,8683.68,-730.816,101.526,good
25,35420,35420,0,0,good
71,-4187.32,2554.93,0,0,bad
105,11129.5,18825.7,38.0952,0,good
185,-6397.84,21.6216,-1973.51,-4445.95,bad
22,-16468.2,-16468.2,0,0,good
192,4008.85,7460.94,0,20.8333,bad
48,21050,20966.7,0,83.3333,good
22,41900,26390.9,0,15509.1,bad
200,2997.5,2214.5,-1912.5,0,good
35,-21765.7,-21765.7,0,0,bad
54,-15264.8,-15498.1,0,233.333,bad
168,-11482.7,-6083.33,-4577.38,-822.024,bad
54,17016.7,13125.9,0,3890.74,bad
72,-4694.44,-4750,55.5556,0,bad
24,0,0,0,0,bad
48,-36535.4,-15552.1,0,-11010.4,bad
154,260.39,234.416,0,25.974,bad
55,-7563.64,-7636.36,0,72.7273,bad
121,-2376.03,859.504,-2854.55,-341.322,bad
112,-6879.46,335.714,0,35.7143,bad
111,-3286.49,-1682.88,0,-1603.6,good
80,4445,1647.5,0,2797.5,bad
156,-2502.56,1520.51,-4048.72,25.641,bad
241,-6600.83,-3885.48,-79.668,-4872.61,bad
89,-16231.5,-5950.56,-4297.75,-5983.15,bad
50,-9856,4196,-14132,80,good
67,4083.58,11228.4,0,0,bad
55,36665.5,28803.6,0,7861.82,good
21,17695.2,17695.2,0,0,good
36,27583.3,27472.2,111.111,0,good
116,-1698.28,-3286.21,-1696.55,3284.48,bad
37,-12721.6,108.108,0,108.108,bad
393,-6891.35,-4850.38,239.949,-3652.67,bad
26,-9561.54,-9561.54,0,0,bad
50,-2306,-10954,0,8648,good
606,5829.21,6586.3,-1135.81,1068.98,good
41,97.561,0,0,97.561,bad
34,-9735.29,0,0,-9735.29,bad
27,47177.8,47029.6,0,148.148,good
29,137.931,137.931,0,0,bad
32,3131.25,0,125,3006.25,bad
120,1556.67,6820,-5263.33,0,bad
54,8525.93,6955.56,0,74.0741,bad
545,-7971.56,-3189.72,-3918.17,14.6789,bad
181,2533.15,2532.04,-2113.26,3622.65,good
27,13585.2,13585.2,0,0,bad
27,4625.93,4477.78,0,148.148,good
192,3312.5,6075.52,0,-2763.02,bad
60,-3675,2006.67,0,-5681.67,bad
22,2463.64,-218.182,0,2681.82,bad
35,-7300,6262.86,0,114.286,good
216,5787.5,9766.67,37.037,-3993.98,good
138,-21115.9,-14846.4,-2800.72,0,bad
22,-17604.5,0,-17568.2,-36.3636,good
27,4774.07,4774.07,0,0,good
231,11204.8,9366.23,-174.459,2012.99,good
73,8808.22,8635.62,0,172.603,good
40,25195,25195,0,0,good
469,1176.55,1137.1,-809.168,34.1151,good
142,-10871.1,-3712.68,-7209.15,50.7042,bad
105,-1440,4537.14,-6015.24,38.0952,bad
22,-15850,-15850,0,0,bad
521,3227.64,6977.93,-2818.23,-932.054,good
26,19476.9,20515.4,153.846,-1192.31,good
49,2548.98,2385.71,0,163.265,bad
51,313.725,78.4314,235.294,0,bad
448,2020.76,3342.19,-2347.99,778.348,bad
104,11746.2,11684.6,38.4615,115.385,good
121,26081.8,15479.3,5406.61,5195.87,good
1030,-5254.17,262.816,-4038.64,-1478.35,bad
29,-2955.17,13551.7,0,0,bad
29,0,0,0,0,good
93,15034.4,14905.4,86.0215,43.0108,good
26,28892.3,28738.5,153.846,0,good
89,-23236,-23325.8,0,89.8876,bad
237,21.9409,6191.98,-1531.22,-418.565,bad
285,-6357.19,-502.456,42.1053,-4217.19,bad
407,-2958.23,392.629,-4162.41,811.548,bad
180,4362.78,4395.56,-1896.11,1863.33,bad
90,4712.22,4712.22,0,0,good
164,-900,24.3902,24.3902,-948.78,bad
76,0,0,0,0,bad
42,190.476,0,190.476,0,bad
106,-1925.47,5582.08,-6369.81,-1137.74,bad
102,3072.55,8972.55,-3789.22,-2110.78,bad
54,7277.78,7277.78,0,0,good
58,7637.93,8641.38,-1003.45,0,bad
20,-33880,-33880,0,0,bad
56,6201.79,6921.43,-719.643,0,good
76,5897.37,10200,0,-4302.63,bad
90,-3756.67,8257.78,-9560,2864.44,bad
234,10658.1,9590.6,1053.85,34.188,good
403,-5159.55,-2994.54,-953.35,-23.8213,bad
72,6856.94,7100,6655.56,-6898.61,good
47,2229.79,340.426,0,170.213,good
436,2278.44,3147.25,-1839.91,-274.541,good
221,-3070.14,-828.054,-2260.18,18.0995,bad
382,-2274.35,361.257,-2484.03,-151.571,bad
224,6791.52,7565.62,17.8571,-791.964,bad
114,-1751.75,3067.54,-7649.12,2829.82,bad
55,72.7273,0,72.7273,0,bad
40,14372.5,14272.5,100,0,good
80,-11951.2,-7783.75,0,0,bad
176,-11905.1,-10738.1,-2196.02,1028.98,bad
71,-12242.3,-2653.52,-9509.86,-11.2676,bad
609,5867.98,5490.64,-9.1954,386.535,good
987,-722.594,-639.615,346.403,-95.6434,bad
1179,2353.1,2515.78,-642.07,480.068,bad
219,3885.39,4628.31,-2205.94,3648.86,bad
39,15394.9,15394.9,0,0,good
57,0,0,0,0,good
547,5873.67,6372.21,35.1005,350.274,good
27,44963,36822.2,0,8140.74,good
86,4201.16,6658.14,46.5116,-2503.49,bad
77,13875.3,15246.8,-1309.09,-62.3377,bad
70,-2431.43,2821.43,-5310,57.1429,good
398,2868.84,4853.02,-1165.58,-806.533,good
40,-32235,-19065,-13270,100,good
40,-37022.5,-4912.5,100,-8275,bad
33,6975.76,6854.55,121.212,0,bad
78,6548.72,15778.2,-4955.13,0,bad
692,175.145,465.896,-1338.01,-23.1214,good
42,-1085.71,-11566.7,0,10481,bad
138,-13202.9,-4413.04,-5315.22,-5.7971,bad
467,11969.2,13489.7,-162.527,-741.97,good
101,2575.25,-47.5248,-3826.73,6497.03,bad
26,-184.615,-184.615,0,0,bad
128,-1756.25,4439.84,0,-6196.09,bad
1924,-1964.45,222.817,-1258.63,-525.312,good
73,7878.08,7878.08,0,0,bad
22,22781.8,22781.8,0,0,good
145,10464.1,15343.4,-2582.76,-2296.55,good
384,2794.53,1995.83,20.8333,280.469,bad
50,9854,9774,0,80,bad
317,2638.17,2587.7,50.4732,0,bad
73,894.521,839.726,0,54.7945,good
27,15000,15000,0,0,good
165,6384.85,6476.97,-87.2727,-4.84848,bad
33,14369.7,28754.5,0,121.212,good
30,21636.7,21796.7,-160,0,good
25,5004,4684,0,320,bad
141,1838.3,7796.45,28.3688,-2591.49,good
44,-15243.2,-6459.09,-8784.09,0,bad
28,-17096.4,0,0,0,bad
189,4180.95,4138.62,21.164,21.164,good
52,-3878.85,-3290.38,0,-588.462,bad
29,15686.2,15686.2,0,0,good
90,2274.44,-1603.33,44.4444,3833.33,bad
70,-17541.4,-10702.9,0,0,bad
126,-9023.02,-9016.67,-6.34921,0,bad
88,6497.73,6497.73,0,0,good
104,-5640.38,7344.23,-12984.6,0,bad
93,-4638.71,43.0108,-9461.29,4779.57,bad
122,7695.9,7663.11,32.7869,0,bad
46,2632.61,2458.7,0,173.913,bad
79,518.987,-346.835,50.6329,50.6329,bad
105,-15638.1,-2585.71,-12999,-53.3333,bad
33,21563.6,21563.6,0,0,good
29,13089.7,13089.7,0,0,good
588,-5505.44,-5590.82,-341.497,420.068,bad
26,19015.4,15269.2,0,3746.15,good
60,4250,4116.67,66.6667,66.6667,bad
99,8082.83,9996.97,40.404,-1954.55,good
341,-9776.83,-1815.84,-3656.3,-4276.54,bad
24,8437.5,8437.5,0,0,good
23,42552.2,33417.4,0,9134.78,good
90,112.222,-2311.11,44.4444,2334.44,bad
146,12922.6,9966.44,-32.8767,2989.04,good
120,-2712.5,-1600,66.6667,2810,bad
776,5970.23,7147.04,-1950.13,1385.05,bad
38,6094.74,16265.8,-10171.1,0,good
163,6910.43,9738.65,-4176.69,1348.47,bad
92,-10384.8,34.7826,-10463,43.4783,bad
170,4590.59,3078.82,23.5294,1488.24,bad
28,3839.29,3839.29,0,0,bad
206,-3302.43,-3082.52,0,2084.47,bad
160,6253.75,2472.5,0,3781.25,bad
109,-2198.17,2120.18,73.3945,0,bad
113,-9023.89,-5616.81,35.3982,-3442.48,bad
28,13414.3,13414.3,0,0,good
89,8831.46,8831.46,0,0,bad
395,6010.89,6606.33,-477.975,-117.468,good
440,-4041.14,-1625,-1146.14,-182.045,good
178,-7439.33,-1609.55,-5874.72,44.9438,bad
120,-7385.83,4139.17,-3220.83,-8304.17,bad
125,-17284.8,-9860,32,-7456.8,bad
35,-9771.43,-9771.43,0,0,bad
69,-2023.19,2872.46,-69.5652,-4826.09,bad
126,4084.13,4020.63,31.746,31.746,good
77,14245.5,14193.5,0,51.9481,good
37,5832.43,5724.32,0,108.108,good
51,6531.37,7045.1,0,-513.725,good
33,0,0,0,0,bad
30,0,0,0,0,good
61,-790.164,5480.33,-6336.07,65.5738,good
76,-3076.32,-3076.32,0,0,bad
59,-2615.25,6366.1,-8981.36,0,bad
186,3596.24,5361.83,-1677.96,-87.6344,good
342,8050.29,7420.18,618.421,11.6959,bad
2145,4672.07,6955.15,-584.429,-425.128,good
65,-4195.38,-4256.92,61.5385,0,bad
230,3479.13,3500,-20.8696,0,good
24,166.667,0,166.667,0,bad
87,-18619.5,-7045.98,-4150.57,-7422.99,bad
149,-8318.12,3371.14,-11657,-32.2148,bad
75,16909.3,16930.7,-64,106.667,good
143,7502.8,6139.16,0,27.972,good
158,1315.19,1315.19,0,0,good
24,-15533.3,4412.5,0,0,bad
58,27394.8,27256.9,137.931,0,good
345,-2434.78,674.203,706.087,-1461.16,bad
31,40900,40900,0,0,good
23,-66834.8,-66834.8,0,0,bad
50,-6920,650,-7650,80,bad
865,-3305.9,-95.1445,-1115.49,-429.48,bad
71,-2681.69,270.423,-2940.85,56.338,good
148,-8993.92,-10413.5,0,-2222.97,bad
115,11412.2,14180,-2783.48,-4672.17,good
131,110.687,3030.53,-2919.85,0,bad
188,-6856.91,2019.15,-8893.09,17.0213,bad
101,2575.25,-47.5248,-3826.73,6497.03,bad
20,0,0,0,0,bad
77,14661,23492.2,-8768.83,-62.3377,bad
153,-3090.2,-1286.93,-360.784,-1442.48,bad
115,17566.1,17461.7,34.7826,69.5652,good
393,-6475.57,-3172.77,-2105.09,10.1781,good
24,0,0,0,0,bad
76,-10171.1,-10044.7,0,-126.316,bad
420,3123.33,6922.62,-3805,17.1429,good
41,32314.6,27190.2,0,5124.39,good
807,3070.26,3983.4,-832.962,412.887,bad
238,-4529.83,-1110.92,-4797.06,1378.15,bad
119,2077.31,8769.75,0,-2669.75,bad
24,4275,4108.33,0,166.667,good
252,-1686.11,2734.13,-4740.08,319.841,good
246,18254.5,16952,-756.911,2059.35,good
47,10655.3,8248.94,0,2406.38,good
25,-15140,160,-15460,0,good
109,1037.61,5697.25,-4659.63,0,bad
41,-7434.15,-7726.83,292.683,0,good
66,1759.09,1759.09,0,0,good
34,9950,2947.06,0,7002.94,good
22,24122.7,23759.1,181.818,181.818,good
112,2215.18,1148.21,-3450.89,3796.43,good
73,508.219,7065.75,0,0,bad
112,872.321,3830.36,35.7143,-2993.75,bad
78,1697.44,0,-2676.92,4374.36,bad
88,-16484.1,-16620.5,90.9091,45.4545,bad
528,2128.03,5334.85,-953.03,-2368.18,bad
35,228.571,0,114.286,114.286,bad
23,-13239.1,21965.2,0,-14391.3,bad
406,2944.33,1860.1,-733.498,1817.73,bad
450,-3382,-1503.78,-841.111,17.7778,bad
49,20308.2,12614.3,0,7693.88,good
21,17885.7,17885.7,0,0,bad
27,148.148,148.148,0,0,bad
352,2048.58,1186.08,1093.18,-217.045,bad
46,-11258.7,-276.087,-10982.6,0,bad
51,3664.71,1815.69,0,11235.3,bad
25,15024,14864,0,160,bad
136,2458.09,1564.71,0,893.382,bad
78,20039.7,20588.5,-600,51.2821,good
181,1534.81,1468.51,22.0994,44.1989,good
304,10280.3,6487.5,-1190.13,4998.68,good
234,-958.12,1554.27,0,-466.667,bad
50,8020,7860,80,80,good
107,-8662.62,-8700,0,37.3832,bad
243,10934.2,9609.88,0,1344.03,good
31,28283.9,28283.9,0,0,good
33,11381.8,11381.8,0,0,bad
37,0,0,0,0,good
47,-21414.9,85.1064,-14366,-7134.04,bad
90,18661.1,16132.2,-2320,4848.89,good
129,-2510.08,-37.2093,62.0155,-2534.88,bad
99,-1761.62,-1753.54,-48.4848,40.404,bad
241,5692.12,6515.35,-1801.66,978.423,good
349,-4012.03,1672.78,-5671.06,-13.7536,bad
263,1722.43,2496.2,454.373,-1228.14,bad
52,36880.8,23876.9,0,13003.8,good
75,626.667,626.667,0,0,bad
832,2166.83,988.221,-1591.11,1892.55,good
120,-9302.5,5121.67,-8847.5,-2798.33,bad
23,15473.9,15682.6,0,0,good
962,6891.48,8856.86,-1188.67,-776.715,good
29,13689.7,13551.7,137.931,0,good
95,3975.79,84.2105,84.2105,0,bad
152,-6661.84,-4554.61,52.6316,-2159.87,bad
114,6327.19,-295.614,0,6622.81,bad
121,-5552.07,-312.397,0,-1283.47,bad
24,94008.3,94008.3,0,0,good
413,-3899.27,-3261.99,-846.973,221.308,bad
72,-1404.17,-1404.17,0,0,bad
37,13208.1,13100,0,108.108,good
1023,8868.72,9107.72,962.17,-737.146,good
42,285.714,95.2381,95.2381,95.2381,bad
24,-20145.8,-200,0,0,bad
510,-3961.96,1922.35,-5172.55,-702.353,bad
70,-6015.71,-6072.86,0,57.1429,bad
114,-6696.49,-6654.39,-42.1053,0,bad
38,1334.21,9992.11,0,-8657.89,bad
46,24169.6,24169.6,0,0,good
50,7672,7592,0,80,bad
176,7115.91,5628.41,22.7273,1464.77,bad
24,25983.3,16541.7,0,9441.67,good
119,-3082.35,-906.723,0,1847.06,good
302,-3333.11,-302.649,-1279.8,-165.563,bad
161,-6629.19,6088.2,-4751.55,-2019.25,bad
541,-3212.57,-1344.55,-684.843,-1183.18,bad
43,8920.93,8734.88,0,186.047,bad
75,7468,12865.3,-10306.7,4909.33,good
444,-6971.85,664.414,-7099.77,-536.486,bad
140,2097.86,2560.71,-428.571,-34.2857,bad
162,2442.59,770.988,-1264.2,2935.8,good
60,21366.7,15990,66.6667,5310,good
62,1950,1950,0,0,good
27,13763,13763,0,0,bad
39,-8494.87,0,102.564,-8597.44,bad
19,-18052.6,0,-18052.6,0,bad
38,-17236.8,-4639.47,0,0,bad
30,53343.3,49733.3,-160,3770,good
74,2331.08,-3668.92,0,3418.92,good
26,0,0,0,0,good
487,6629.57,8693.02,-777.207,287.474,good
298,-2429.19,-781.544,40.2685,-1687.92,bad
52,-1796.15,-896.154,-900,0,bad
148,4183.78,1235.14,0,2948.65,bad
24,0,0,0,0,bad
80,13338.8,11875,50,1413.75,good
